Region,Crop,Emotion,Post_Text,Date,Sentiment_Score,Price,Demand_Index,Temperature,Rainfall
Telangana,Maize,Happy,healthy crop,09-01-2025,0,7658.87,68,27.46,10.8
Andhra Pradesh,Sugarcane,Negative,pest attack,14-04-2025,0,9517.48,108,38.56,3.12
Gujarat,Soybean,Sad,borer,16-03-2025,1,10038.07,133,33.34,15.99
Gujarat,Millets,Optimistic,disease,03-05-2025,-1,9173.34,110,22.34,0.5
Maharashtra,Cotton,Angry,aphid,24-01-2025,0,5284.57,74,31.67,4.44
Punjab,Sugarcane,Happy,pest attack,22-01-2025,1,6957.98,145,39.15,19.52
Tamil Nadu,Cotton,Angry,aphid,04-06-2025,1,7524.23,145,27.22,2.96
Punjab,Pulses,Optimistic,rust,06-04-2025,1,3254.32,99,39.55,17.49
Karnataka,Cotton,Angry,rust,24-04-2025,-1,4759.3,94,34.57,8.28
Punjab,Wheat,Neutral,blight,19-03-2025,-1,6048.79,82,21.32,19.2
Punjab,Pulses,Negative,pest attack,15-04-2025,0,7471.64,72,31.12,14.2
Punjab,Maize,Happy,infection,08-04-2025,1,5224.36,98,36.69,6.08
Maharashtra,Millets,Happy,pest attack,01-01-2025,0,4078.17,131,36.68,9.45
Gujarat,Sugarcane,Fear,infection,06-05-2025,0,9347.55,53,22.39,5.54
Karnataka,Soybean,Angry,no issue,22-04-2025,-1,8852.82,100,39.49,16.37
Telangana,Rice,Sad,infection,29-05-2025,1,3573.51,148,22.71,3.27
Telangana,Soybean,Fear,aphid,13-01-2025,-1,4823.07,49,30.28,15.33
Andhra Pradesh,Wheat,Neutral,healthy crop,24-03-2025,0,9107.1,137,36,5.43
Gujarat,Soybean,Negative,healthy crop,29-05-2025,0,5461.41,67,30.36,7.46
Tamil Nadu,Pulses,Optimistic,infection,27-01-2025,0,4525.13,74,35.9,11.17
Gujarat,Wheat,Fear,borer,20-01-2025,-1,3689.71,42,29.59,6.23
Telangana,Maize,Angry,no issue,14-05-2025,-1,8176.72,130,26.09,14.89
Karnataka,Cotton,Neutral,infection,26-06-2025,0,4586.02,66,39.62,8.5
Punjab,Wheat,Negative,pest attack,04-05-2025,-1,8192.83,53,20.66,13.2
Maharashtra,Rice,Angry,disease,06-03-2025,0,3302.97,51,35.09,15.65
Maharashtra,Cotton,Happy,infection,21-06-2025,-1,5342.58,135,38.84,18.98
Telangana,Soybean,Neutral,healthy crop,06-06-2025,0,4692.76,62,36.39,15.26
Maharashtra,Cotton,Happy,wilt,13-02-2025,0,9311.62,142,21.97,4.28
Maharashtra,Millets,Optimistic,no issue,17-02-2025,-1,5786.11,63,36.69,19.63
Tamil Nadu,Cotton,Happy,rust,29-01-2025,0,8329.87,109,22.21,2.72
Punjab,Soybean,Sad,healthy crop,11-01-2025,-1,3376.99,89,25.67,12.01
Telangana,Millets,Happy,healthy crop,15-04-2025,-1,4763.05,64,37.14,17.9
Punjab,Millets,Optimistic,infection,04-01-2025,1,10189.39,73,27.93,10.45
Gujarat,Wheat,Negative,infection,12-04-2025,0,5804.37,63,34.83,17.85
Andhra Pradesh,Wheat,Optimistic,blight,28-03-2025,1,4670.65,111,22.46,16.76
Gujarat,Millets,Sad,no issue,01-06-2025,-1,4652.91,122,38.86,7.12
Gujarat,Pulses,Angry,healthy crop,13-03-2025,0,4031.62,65,25.01,9.95
Gujarat,Maize,Positive,disease,14-01-2025,1,9011.81,63,39.44,7.65
Gujarat,Soybean,Neutral,wilt,09-06-2025,0,7362.63,134,35.03,15.35
Punjab,Millets,Happy,wilt,19-06-2025,0,6485.29,119,26.87,17.19
Maharashtra,Rice,Positive,rust,31-01-2025,0,5685.41,98,28.85,0.72
Andhra Pradesh,Sugarcane,Neutral,borer,21-04-2025,0,3941.42,112,35.28,11.38
Tamil Nadu,Millets,Angry,healthy crop,10-02-2025,1,6725.07,123,31.82,7.56
Gujarat,Soybean,Sad,aphid,16-01-2025,1,3306.05,106,26.98,14.84
Karnataka,Soybean,Fear,disease,20-04-2025,1,5587.47,104,21.13,4.88
Andhra Pradesh,Sugarcane,Negative,disease,20-03-2025,-1,3667.34,108,26.52,9.22
Punjab,Pulses,Fear,wilt,06-01-2025,1,8089.31,100,27.55,7.81
Maharashtra,Wheat,Angry,disease,26-06-2025,1,7892.97,124,36.23,13.35
Andhra Pradesh,Sugarcane,Optimistic,rust,21-02-2025,-1,6209.2,140,21.51,17.01
Andhra Pradesh,Sugarcane,Sad,pest attack,18-03-2025,-1,9793.19,68,32.49,19.16
Gujarat,Wheat,Optimistic,wilt,18-01-2025,1,7171.21,114,24.19,15.91
Gujarat,Sugarcane,Sad,rust,19-06-2025,0,6779.63,101,25.03,10.31
Gujarat,Maize,Positive,healthy crop,17-02-2025,1,7180.49,155,38.76,5.36
Gujarat,Pulses,Positive,healthy crop,21-02-2025,-1,5420.37,59,34.93,15.31
Punjab,Pulses,Fear,aphid,17-01-2025,1,7706.69,94,36.47,12.92
Telangana,Cotton,Fear,blight,30-01-2025,-1,3944.19,79,29.28,11.2
Tamil Nadu,Pulses,Positive,blight,10-02-2025,-1,4803.16,75,33.17,3.52
Punjab,Rice,Angry,pest attack,15-01-2025,-1,8900.3,117,25.96,1.27
Tamil Nadu,Soybean,Negative,rust,05-02-2025,1,4866.48,124,38.66,10.44
Punjab,Sugarcane,Angry,disease,02-03-2025,0,7198.75,90,26.59,11.69
Tamil Nadu,Cotton,Fear,blight,06-02-2025,0,3747.7,85,28.79,5.09
Maharashtra,Rice,Angry,healthy crop,06-04-2025,0,7897.32,119,28.48,13.65
Telangana,Maize,Optimistic,borer,05-04-2025,1,8853.77,137,20.7,14.79
Punjab,Rice,Happy,wilt,22-05-2025,0,5692.83,139,27.26,16.25
Karnataka,Cotton,Angry,rust,03-01-2025,1,9547.12,92,26.02,18.73
Punjab,Cotton,Sad,blight,11-02-2025,0,9411.24,148,32.89,15.79
Telangana,Wheat,Angry,borer,16-04-2025,0,9485.48,104,37.54,16.4
Punjab,Maize,Sad,healthy crop,17-01-2025,0,5462.99,120,34.76,9.07
Karnataka,Rice,Neutral,borer,14-06-2025,0,3952.65,130,26.11,11.52
Karnataka,Maize,Happy,healthy crop,16-06-2025,1,8611.53,147,28.21,18.79
Tamil Nadu,Millets,Neutral,wilt,14-02-2025,0,7812.27,86,23.97,8.29
Andhra Pradesh,Pulses,Fear,no issue,27-02-2025,-1,3040.55,111,32.94,12.53
Karnataka,Millets,Happy,wilt,29-06-2025,1,9072.77,139,28.58,5.2
Karnataka,Soybean,Neutral,no issue,31-01-2025,0,3098.8,148,38.4,9.07
Gujarat,Millets,Negative,blight,22-02-2025,0,4333.81,150,25.32,14.93
Tamil Nadu,Maize,Fear,blight,03-06-2025,1,4773.78,153,33.54,8.37
Tamil Nadu,Maize,Positive,wilt,09-03-2025,0,4648.4,81,27.39,13.69
Tamil Nadu,Wheat,Positive,borer,04-02-2025,-1,8805.22,90,33.74,14.27
Gujarat,Pulses,Sad,disease,25-01-2025,1,7009.42,90,29.42,7.09
Maharashtra,Rice,Positive,wilt,10-05-2025,0,7337.61,100,33.43,2.64
Maharashtra,Rice,Neutral,wilt,13-02-2025,0,6526.23,109,22.64,6.35
Maharashtra,Pulses,Neutral,wilt,30-01-2025,-1,4897.18,103,37.43,16.7
Gujarat,Soybean,Fear,wilt,09-03-2025,1,7542.83,93,30.34,8.72
Andhra Pradesh,Soybean,Angry,infection,23-05-2025,0,8971.24,106,21.06,2.97
Andhra Pradesh,Maize,Positive,borer,08-03-2025,0,4144.88,64,39.9,18.54
Karnataka,Millets,Optimistic,healthy crop,05-05-2025,1,6326.82,152,37.34,2.47
Karnataka,Cotton,Sad,infection,13-02-2025,1,8514.07,132,37.82,11.71
Maharashtra,Rice,Neutral,rust,20-01-2025,-1,4523.48,52,37.75,0.52
Gujarat,Wheat,Fear,aphid,01-06-2025,0,9504.04,91,23.08,1.62
Punjab,Millets,Angry,wilt,02-06-2025,-1,7440.16,45,33.12,19.02
Telangana,Maize,Happy,pest attack,14-06-2025,1,5240.31,155,21.41,19.04
Tamil Nadu,Wheat,Fear,wilt,15-02-2025,-1,4426.39,91,21.78,17.05
Andhra Pradesh,Pulses,Fear,wilt,15-06-2025,0,8267.91,65,25.97,16.02
Gujarat,Sugarcane,Neutral,aphid,20-06-2025,1,3846.27,85,29.79,17.71
Tamil Nadu,Sugarcane,Fear,disease,19-04-2025,1,8899.73,115,32.61,1.86
Maharashtra,Soybean,Angry,blight,15-06-2025,0,7803.66,113,30.55,12.94
Karnataka,Sugarcane,Angry,rust,21-01-2025,1,9545.98,79,39.68,13.69
Telangana,Cotton,Fear,wilt,26-05-2025,-1,3218.79,45,30.27,10.21
Tamil Nadu,Wheat,Angry,no issue,06-03-2025,1,5705.32,158,30.07,2.28
Gujarat,Millets,Neutral,infection,11-04-2025,-1,3133.56,130,25.95,11.74
Tamil Nadu,Millets,Sad,aphid,17-02-2025,0,4477.48,127,25.19,13.47
Tamil Nadu,Rice,Positive,rust,30-01-2025,1,3324.29,118,33.84,17.38
Gujarat,Millets,Sad,no issue,07-06-2025,-1,5290.34,128,33.5,16.09
Karnataka,Maize,Neutral,pest attack,18-02-2025,-1,3680.21,64,37.18,4.18
Gujarat,Maize,Happy,rust,10-06-2025,1,9215.04,71,26.02,9.27
Tamil Nadu,Pulses,Positive,disease,12-02-2025,1,9564.66,116,39.28,9.43
Punjab,Millets,Happy,blight,17-03-2025,0,6986.01,56,26.68,2.05
Punjab,Pulses,Fear,borer,29-05-2025,0,7170.88,87,20.74,7.99
Maharashtra,Millets,Happy,pest attack,16-05-2025,0,3133.14,120,21.27,17.86
Tamil Nadu,Millets,Negative,borer,09-06-2025,-1,9403.4,129,28.72,3.23
Gujarat,Cotton,Angry,aphid,23-04-2025,0,4624.72,137,26.78,12.04
Punjab,Millets,Neutral,wilt,10-04-2025,-1,9452.01,126,33.05,7.21
Tamil Nadu,Maize,Happy,wilt,26-06-2025,1,8478.19,76,23.47,3.13
Tamil Nadu,Wheat,Fear,borer,19-03-2025,0,4643.03,52,27.18,5.22
Gujarat,Maize,Neutral,healthy crop,09-01-2025,0,8647.71,64,32.35,2.41
Andhra Pradesh,Millets,Sad,aphid,01-04-2025,0,8385.62,121,25.35,3.02
Gujarat,Wheat,Positive,borer,28-04-2025,1,9989.68,73,35.63,12.19
Punjab,Wheat,Positive,healthy crop,27-01-2025,-1,4045.71,66,38.22,3.14
Telangana,Millets,Angry,disease,09-02-2025,0,7529.65,67,22.46,4.04
Tamil Nadu,Rice,Happy,borer,29-03-2025,0,5007.31,84,27.45,15.1
Telangana,Cotton,Neutral,healthy crop,18-04-2025,0,8510.51,104,28.27,8.19
Tamil Nadu,Soybean,Positive,borer,07-02-2025,-1,8147.54,106,38.87,1.7
Telangana,Pulses,Neutral,rust,16-01-2025,1,5860.28,142,23.02,11.49
Gujarat,Sugarcane,Fear,rust,24-06-2025,1,8180.24,152,34.85,18.18
Karnataka,Sugarcane,Neutral,rust,25-04-2025,0,7507.16,129,35.77,13.04
Gujarat,Soybean,Fear,blight,19-03-2025,0,3589.97,99,34.5,14.8
Andhra Pradesh,Sugarcane,Happy,disease,11-05-2025,1,7066.77,156,32.71,0.47
Punjab,Sugarcane,Happy,wilt,19-04-2025,1,10030.77,67,36.83,5.2
Maharashtra,Soybean,Negative,pest attack,16-06-2025,-1,9399.65,113,34.74,9.06
Andhra Pradesh,Cotton,Optimistic,wilt,14-03-2025,0,7668.46,123,33.45,14.29
Maharashtra,Cotton,Negative,aphid,13-05-2025,0,7076.58,96,29.09,2.93
Tamil Nadu,Pulses,Negative,disease,16-01-2025,0,5974.21,77,28.92,7.39
Maharashtra,Pulses,Fear,wilt,30-05-2025,1,6676.48,116,33.78,18.96
Gujarat,Pulses,Neutral,infection,10-05-2025,1,4132.1,76,39.36,10.26
Maharashtra,Wheat,Happy,borer,02-05-2025,1,3359.62,131,27.39,19.04
Maharashtra,Pulses,Negative,disease,05-04-2025,0,7002.35,69,22.35,6.1
Telangana,Sugarcane,Sad,borer,08-01-2025,-1,8410,115,28.44,18.74
Telangana,Sugarcane,Happy,infection,06-05-2025,1,3224.11,68,37.41,8.35
Maharashtra,Sugarcane,Angry,aphid,07-04-2025,1,6570.6,137,22.66,2.77
Gujarat,Millets,Angry,borer,08-02-2025,-1,8899.38,119,33.29,8.19
Andhra Pradesh,Pulses,Optimistic,healthy crop,12-01-2025,1,9984.57,154,25.55,1.77
Andhra Pradesh,Rice,Sad,healthy crop,15-06-2025,1,4078.34,84,39.1,10.84
Punjab,Rice,Happy,borer,09-05-2025,0,9278.05,118,23.59,0.38
Punjab,Cotton,Happy,no issue,24-04-2025,0,3592.54,91,28.04,0.9
Punjab,Rice,Optimistic,rust,16-02-2025,0,5904.55,90,27.64,1.82
Karnataka,Maize,Sad,infection,16-02-2025,-1,4670.96,79,39.04,13.57
Karnataka,Soybean,Neutral,pest attack,15-01-2025,0,5086.17,68,28.26,6.48
Tamil Nadu,Wheat,Positive,blight,03-03-2025,1,8482.14,123,30.17,10.09
Karnataka,Sugarcane,Positive,aphid,29-04-2025,-1,6758.76,43,28.15,4.67
Karnataka,Sugarcane,Negative,blight,23-05-2025,0,7560.86,122,28.13,1.68
Gujarat,Cotton,Neutral,aphid,19-05-2025,0,9897.16,118,39.05,19.23
Maharashtra,Millets,Positive,pest attack,29-04-2025,0,9727.8,133,39.44,0.01
Tamil Nadu,Sugarcane,Sad,rust,31-03-2025,1,9039.62,125,25.63,3.23
Maharashtra,Wheat,Sad,disease,12-04-2025,0,7889.01,142,31.13,5.59
Tamil Nadu,Cotton,Optimistic,aphid,12-06-2025,0,4829.52,107,25.46,13.25
Telangana,Soybean,Happy,borer,03-06-2025,1,5582,77,32.93,0.04
Tamil Nadu,Rice,Positive,infection,16-04-2025,0,6890.53,112,35.25,10.76
Punjab,Wheat,Positive,borer,22-06-2025,-1,3569.5,88,36.55,7.16
Andhra Pradesh,Rice,Negative,borer,05-04-2025,0,9553.73,78,34.86,15.17
Gujarat,Soybean,Happy,disease,07-06-2025,-1,7114.97,68,24.69,9.88
Telangana,Rice,Sad,borer,30-06-2025,-1,7806.96,65,39.69,12.77
Karnataka,Sugarcane,Angry,infection,22-05-2025,0,4356.39,136,33.65,11.3
Karnataka,Maize,Negative,infection,08-03-2025,0,9534.94,116,34.58,5.49
Punjab,Rice,Sad,healthy crop,27-04-2025,1,3199.11,146,38.86,1.04
Telangana,Pulses,Fear,wilt,01-02-2025,0,7761.21,96,30.35,0.87
Gujarat,Cotton,Positive,wilt,18-04-2025,0,6726.87,100,23.89,1.64
Maharashtra,Rice,Happy,rust,20-01-2025,0,9418.97,92,26.22,12.52
Karnataka,Rice,Angry,rust,07-01-2025,-1,6922.46,82,36.81,4.94
Tamil Nadu,Cotton,Optimistic,pest attack,27-03-2025,0,6637.73,59,35.51,12.39
Punjab,Wheat,Angry,no issue,01-02-2025,-1,3486.61,44,27.55,17.8
Gujarat,Wheat,Neutral,pest attack,24-04-2025,1,3605.67,115,21.32,13.55
Maharashtra,Rice,Sad,rust,13-04-2025,-1,3420.42,69,37.29,15.75
Maharashtra,Rice,Angry,rust,29-04-2025,0,8566.15,129,22.03,13.02
Gujarat,Rice,Angry,healthy crop,26-03-2025,-1,6993.09,41,31.9,1.35
Punjab,Cotton,Neutral,healthy crop,07-03-2025,1,5684.02,139,28.89,4.86
Punjab,Rice,Positive,infection,21-03-2025,0,7091.66,133,35.09,6.22
Maharashtra,Maize,Neutral,borer,21-03-2025,0,7223.31,51,30.35,13.15
Andhra Pradesh,Rice,Happy,healthy crop,24-05-2025,-1,8826.5,65,39.53,12.81
Andhra Pradesh,Wheat,Optimistic,blight,20-06-2025,1,6568.44,119,32,6.62
Maharashtra,Soybean,Sad,rust,26-03-2025,-1,3945.1,45,29.92,18.4
Gujarat,Cotton,Happy,borer,09-06-2025,1,4688.12,158,39.05,6.63
Gujarat,Pulses,Happy,rust,17-02-2025,-1,8681.25,41,21.47,0.6
Karnataka,Maize,Sad,borer,19-02-2025,-1,7136.8,86,20.88,0.59
Andhra Pradesh,Sugarcane,Neutral,blight,09-03-2025,-1,7863.89,110,24.92,3.92
Andhra Pradesh,Sugarcane,Negative,pest attack,23-06-2025,0,3960.7,64,26.77,4.2
Tamil Nadu,Cotton,Optimistic,aphid,19-06-2025,0,4199.52,129,37.63,17.57
Karnataka,Wheat,Neutral,infection,18-02-2025,-1,4166.13,87,26.36,8.59
Gujarat,Cotton,Positive,no issue,31-05-2025,1,4530.81,79,26.55,1.07
Punjab,Sugarcane,Neutral,healthy crop,30-05-2025,0,9200.84,60,35.69,15.82
Maharashtra,Wheat,Neutral,healthy crop,10-04-2025,0,8259.16,115,27.49,10.38
Andhra Pradesh,Soybean,Optimistic,healthy crop,27-06-2025,0,6383.08,110,25.37,8.02
Punjab,Rice,Happy,blight,21-02-2025,0,6164.56,77,26.12,17.77
Maharashtra,Maize,Optimistic,wilt,21-05-2025,0,3593.31,87,28.89,7.03
Maharashtra,Rice,Angry,healthy crop,09-06-2025,-1,5164.39,95,28.18,16.09
Telangana,Sugarcane,Fear,pest attack,15-02-2025,-1,5938.69,49,27.18,1.65
Punjab,Wheat,Sad,blight,26-01-2025,1,4002.16,129,24.01,3.93
Telangana,Sugarcane,Sad,wilt,18-02-2025,1,8239.1,156,34.32,10.86
Telangana,Rice,Sad,wilt,30-03-2025,0,8481.9,101,36.44,15.16
Karnataka,Millets,Neutral,rust,28-02-2025,-1,4338.66,100,24.67,11.74
Maharashtra,Millets,Angry,aphid,22-01-2025,0,5191.52,148,38.84,8.35
Tamil Nadu,Millets,Positive,aphid,05-02-2025,0,7042.56,144,20.19,16.21
Punjab,Soybean,Optimistic,blight,18-04-2025,-1,5729.51,137,35.57,10.75
Telangana,Rice,Positive,infection,09-02-2025,-1,9541.85,112,32.6,12.06
Maharashtra,Pulses,Fear,blight,11-04-2025,1,3623.25,120,22.17,11.39
Tamil Nadu,Sugarcane,Negative,infection,27-01-2025,0,7724.2,138,32.07,0.54
Andhra Pradesh,Wheat,Fear,wilt,22-02-2025,-1,4399.36,48,29.09,7.37
Karnataka,Maize,Optimistic,rust,11-04-2025,-1,3977.1,108,28.37,14.86
Tamil Nadu,Cotton,Neutral,blight,21-03-2025,-1,5783.47,100,23.18,11.5
Telangana,Cotton,Angry,wilt,21-02-2025,0,3052.1,58,36.49,12.1
Andhra Pradesh,Soybean,Angry,borer,29-04-2025,-1,6785.47,76,32.93,18.38
Telangana,Sugarcane,Fear,no issue,14-02-2025,-1,5769.45,119,34.66,9.16
Gujarat,Maize,Negative,rust,28-06-2025,1,9767.75,80,25.48,12.56
Telangana,Wheat,Happy,borer,16-04-2025,-1,9736.16,87,21.53,2.1
Punjab,Soybean,Fear,borer,12-02-2025,0,4769.37,109,20.53,12.78
Gujarat,Millets,Fear,aphid,13-04-2025,-1,8811.08,41,25.01,14.18
Andhra Pradesh,Soybean,Angry,borer,29-04-2025,-1,3267.97,71,34.27,8.75
Tamil Nadu,Sugarcane,Neutral,infection,05-01-2025,-1,7113.47,55,30.69,7.82
Karnataka,Rice,Sad,infection,23-04-2025,1,5649.94,64,37.85,10.65
Tamil Nadu,Rice,Negative,rust,26-06-2025,1,5268.75,60,20.97,7.55
Andhra Pradesh,Cotton,Optimistic,blight,21-02-2025,1,3824.04,61,26.74,3.84
Gujarat,Wheat,Happy,disease,20-06-2025,0,4175.18,103,30.25,16.31
Telangana,Cotton,Happy,healthy crop,12-04-2025,0,9572.46,77,22.12,6.47
Karnataka,Pulses,Optimistic,pest attack,10-04-2025,-1,4345.36,124,36.3,13
Telangana,Rice,Negative,blight,16-04-2025,-1,4890.97,53,34.25,15.83
Punjab,Maize,Sad,disease,03-06-2025,1,5496.65,109,33.56,19.45
Gujarat,Maize,Optimistic,infection,12-06-2025,-1,8094.49,125,29.64,6.7
Maharashtra,Millets,Fear,healthy crop,13-06-2025,-1,7992.01,130,39.77,4.65
Maharashtra,Wheat,Sad,blight,20-04-2025,-1,8076.77,47,22.75,9.97
Andhra Pradesh,Maize,Fear,blight,14-06-2025,-1,2980.67,116,39.77,8.87
Telangana,Maize,Sad,aphid,14-06-2025,-1,8400.87,93,32.96,5.77
Karnataka,Cotton,Optimistic,aphid,04-03-2025,0,4440.72,135,39.77,16.03
Gujarat,Cotton,Fear,healthy crop,24-03-2025,0,4284.82,58,37.4,1.4
Andhra Pradesh,Rice,Neutral,blight,02-02-2025,1,3860.84,86,24.73,1.56
Gujarat,Millets,Sad,infection,20-02-2025,1,4849.76,91,26.06,11.53
Gujarat,Cotton,Sad,borer,21-01-2025,0,9657.09,98,23.36,8.83
Maharashtra,Pulses,Neutral,borer,06-01-2025,-1,8148.03,50,35.18,18.43
Maharashtra,Maize,Neutral,wilt,08-04-2025,0,6245.56,98,31.24,9.62
Telangana,Maize,Angry,blight,09-02-2025,0,9412.92,114,34.61,7.49
Tamil Nadu,Pulses,Fear,aphid,09-04-2025,-1,6198.65,115,21.42,17.7
Karnataka,Pulses,Neutral,blight,22-04-2025,0,9699.68,146,34.44,10.19
Tamil Nadu,Soybean,Positive,rust,19-04-2025,0,8149.65,54,38.43,7.23
Gujarat,Rice,Neutral,wilt,04-06-2025,0,6188.3,82,24.95,11.57
Gujarat,Maize,Positive,disease,24-01-2025,0,7510.78,100,34.12,19.48
Karnataka,Cotton,Fear,infection,20-04-2025,-1,4609.65,108,33.17,7.66
Telangana,Pulses,Negative,disease,12-06-2025,1,7267.79,78,25.38,4.19
Gujarat,Pulses,Sad,pest attack,13-02-2025,1,8815.04,68,35.47,8.36
Tamil Nadu,Sugarcane,Fear,infection,15-02-2025,-1,5381.75,65,29.73,10.05
Karnataka,Millets,Happy,infection,21-02-2025,1,3549.42,157,23.84,19.66
Punjab,Pulses,Angry,no issue,28-01-2025,0,9078.53,87,21.71,2.49
Karnataka,Soybean,Positive,no issue,02-03-2025,1,6579.84,72,20.19,5.32
Karnataka,Rice,Negative,blight,14-05-2025,1,8717.64,126,39.74,15.23
Tamil Nadu,Millets,Optimistic,no issue,20-04-2025,0,5355.85,93,39.99,16.34
Telangana,Pulses,Fear,no issue,15-01-2025,-1,9552.52,52,20.06,17.41
Tamil Nadu,Maize,Positive,no issue,01-02-2025,-1,8927.14,129,35.03,4.97
Tamil Nadu,Millets,Fear,blight,01-01-2025,0,9903.27,91,20.33,7.2
Karnataka,Soybean,Angry,blight,05-06-2025,0,6391.75,60,26.97,18.78
Tamil Nadu,Wheat,Fear,wilt,05-06-2025,-1,4236.91,106,37.52,15.7
Gujarat,Rice,Neutral,borer,23-01-2025,-1,4874.83,110,39.74,9.34
Tamil Nadu,Wheat,Angry,healthy crop,03-03-2025,1,4837.58,144,34,2.11
Gujarat,Rice,Neutral,aphid,09-04-2025,1,8508.24,92,33.32,19.03
Gujarat,Wheat,Neutral,healthy crop,12-06-2025,0,8077.9,138,26.66,4.48
Maharashtra,Wheat,Optimistic,rust,08-04-2025,-1,7320.42,95,36.17,4.47
Karnataka,Sugarcane,Negative,disease,23-01-2025,-1,5163.22,64,34.89,2.32
Telangana,Maize,Optimistic,rust,28-05-2025,-1,7996.27,115,30.71,16.94
Tamil Nadu,Soybean,Optimistic,infection,14-05-2025,1,7864.35,73,27.91,10.77
Tamil Nadu,Soybean,Neutral,wilt,26-02-2025,-1,6307.67,116,25.67,14.94
Punjab,Rice,Optimistic,wilt,09-05-2025,0,9932.35,140,31.48,12.62
Andhra Pradesh,Millets,Sad,rust,16-01-2025,-1,9701.37,131,24.21,14.65
Punjab,Cotton,Positive,infection,05-05-2025,0,8091.77,134,38.25,3.18
Karnataka,Pulses,Optimistic,rust,23-06-2025,0,6313.95,100,27.82,10.56
Telangana,Sugarcane,Happy,healthy crop,11-04-2025,1,3845.92,134,37.32,1.08
Gujarat,Sugarcane,Angry,infection,28-05-2025,-1,3723.74,77,37.94,4.2
Punjab,Cotton,Positive,aphid,28-05-2025,-1,3456.54,58,27.53,19.65
Gujarat,Maize,Positive,disease,02-04-2025,-1,9683.18,46,22.35,10.31
Telangana,Pulses,Neutral,rust,04-03-2025,1,3386.12,122,26.05,11.92
Andhra Pradesh,Pulses,Negative,borer,16-06-2025,1,5901.17,116,27.35,2.4
Karnataka,Wheat,Angry,healthy crop,27-02-2025,0,3161.19,123,29.59,13.87
Karnataka,Maize,Fear,borer,15-06-2025,0,7919.16,66,21.99,1.27
Punjab,Maize,Fear,pest attack,11-04-2025,0,6892.42,117,29.77,10.38
Maharashtra,Wheat,Happy,disease,16-02-2025,-1,8794.98,40,31.09,16.01
Karnataka,Rice,Neutral,no issue,22-02-2025,1,7686.05,92,37.03,0.7
Karnataka,Sugarcane,Optimistic,healthy crop,13-02-2025,0,5961.36,50,24.97,0.92
Maharashtra,Sugarcane,Angry,infection,28-05-2025,0,6433.1,95,32.12,10.21
Gujarat,Wheat,Positive,blight,10-01-2025,0,4316.52,77,39.15,12.04
Andhra Pradesh,Soybean,Sad,infection,09-06-2025,-1,5744.14,73,27.64,18.07
Tamil Nadu,Millets,Negative,wilt,23-06-2025,-1,5738.5,108,24.08,12.59
Telangana,Cotton,Optimistic,no issue,18-06-2025,1,7736.68,80,28.39,3.07
Punjab,Pulses,Fear,pest attack,04-06-2025,-1,4578.46,108,22.2,10.97
Karnataka,Soybean,Negative,aphid,27-03-2025,0,8446.5,78,25.47,1.96
Andhra Pradesh,Pulses,Negative,disease,14-02-2025,-1,6410.23,115,36.43,9.79
Maharashtra,Soybean,Sad,healthy crop,11-03-2025,0,7252.27,71,26.36,15.04
Andhra Pradesh,Soybean,Fear,borer,01-06-2025,-1,3791.11,105,34.26,13.15
Andhra Pradesh,Pulses,Sad,pest attack,13-06-2025,0,9821.5,81,33.56,8.36
Tamil Nadu,Maize,Angry,aphid,30-04-2025,1,6670.77,114,30.41,14.37
Punjab,Cotton,Sad,disease,20-03-2025,-1,5683.06,51,32.69,1.53
Andhra Pradesh,Wheat,Neutral,no issue,15-01-2025,0,3592.1,113,36.17,0.21
Tamil Nadu,Maize,Angry,borer,12-05-2025,0,7795.85,118,33.96,8.11
Maharashtra,Cotton,Positive,rust,29-06-2025,0,6740.27,144,33.22,18.41
Maharashtra,Rice,Angry,infection,22-06-2025,1,9764.04,88,23.5,7.34
Andhra Pradesh,Soybean,Positive,rust,07-05-2025,1,5828.32,74,26.76,13.58
Punjab,Wheat,Sad,wilt,04-05-2025,-1,4912.2,134,32.62,7.87
Telangana,Rice,Angry,no issue,05-05-2025,-1,3301.3,98,26.57,7.08
Karnataka,Soybean,Neutral,rust,01-04-2025,-1,2875.89,65,21.69,10.29
Andhra Pradesh,Pulses,Negative,borer,02-01-2025,0,4089.41,78,29.41,7.49
Telangana,Pulses,Neutral,healthy crop,10-03-2025,-1,3573.15,96,23.24,7.07
Tamil Nadu,Rice,Optimistic,blight,29-01-2025,0,4326.97,100,28.42,6.62
Karnataka,Maize,Happy,borer,20-06-2025,0,9880.5,112,31,16
Gujarat,Maize,Optimistic,rust,09-05-2025,0,8081.96,99,22.63,19.15
Punjab,Rice,Neutral,infection,30-03-2025,1,6753.48,90,21.04,16.6
Tamil Nadu,Rice,Fear,borer,16-03-2025,-1,4859.04,94,24.95,3.05
Maharashtra,Maize,Happy,wilt,30-01-2025,-1,8750.32,71,33.33,8.58
Tamil Nadu,Wheat,Neutral,blight,01-06-2025,1,7532.1,75,22.65,0.77
Andhra Pradesh,Maize,Fear,pest attack,07-06-2025,0,4397.5,98,28.15,6.13
Gujarat,Cotton,Happy,aphid,20-04-2025,0,6354.37,132,21.03,2.2
Telangana,Sugarcane,Optimistic,rust,05-03-2025,0,5238.89,55,20.01,13.21
Telangana,Cotton,Sad,borer,13-03-2025,-1,9239.22,63,25.05,9.83
